Gene	Astrocyte_Fidelity	Microglia_Fidelity	Oligodendrocyte_Fidelity	Neuron_Fidelity
TOP2A	6.292932741	-2.897038289	-5.325031685	-2.489500419
TUBG1	-0.7991024476	20.49149418	11.62003119	37.11001927
TYMS	2.761009508	39.77675693	91.8838438	-0.00859877106
VCAM1	29.78986037	6.423676971	7.064677141	-2.488191238
ZAP70	1.477679651	14.26814913	10.78271888	-10.13183577
ALDH5A1	43.38050101	8.904648121	11.21919368	56.95815675
PDE5A	18.93662834	6.167091313	6.05298345	23.47450716
PLOD3	10.55488576	41.35326984	96.7695357	-9.154827159
AAMP	-3.674413104	33.61322838	24.05146361	15.1439417
ABCF1	-3.429824756	29.38023296	32.76537373	20.53636922
ACLY	11.42987907	4.359570538	17.60530047	49.28560782
ACR	10.93808364	11.07767349	14.15396348	0.7812236582
ACO2	27.42580374	26.80656325	23.34514504	29.9719958
ACVR2B	32.17105189	17.45278493	27.21545399	11.57329612
ADAM10	16.57433233	10.65531082	42.88127059	44.66453109
ADCY7	8.805373518	38.57317822	17.62546496	14.35112968
ADCY9	14.45899896	3.518105683	5.055976298	43.85938572
ADCYAP1	0.884324689	-0.9661332817	-2.139345067	34.57862299
ADCYAP1R1	55.84951035	-6.792231093	-5.133633082	25.44975131
MFSD10	-1.637126175	14.72954538	7.1902824	-3.04474056
PLIN2	37.98634842	28.7207464	31.87035215	-12.98777135
ADM	26.71658554	15.652381	21.33752603	-4.501937403
ADPRH	14.6124047	24.843175	16.06710984	4.527552136
ADSS	3.832878235	16.31973105	38.21834068	54.30268339
AEBP1	41.5215311	22.44788236	12.88604845	-9.993110948
AES	9.446015479	16.410898	6.398225801	33.96640445
AFM	-1.471212704	-4.869735065	-6.47308694	-3.029464419
AGER	17.50489227	19.20146956	25.15591053	-1.699602448
ALOX12B	-0.2945398178	10.49778644	-4.552141575	8.132210113
ALOX15B	6.400572936	13.42999321	2.121755616	-4.275639715
AMFR	28.89993835	23.62056674	44.58437072	36.30358078
NUDT2	-5.720629112	38.2770065	25.64078924	14.00632959
APBA1	5.82504206	10.52831679	2.452194331	54.52312224
APBB1	-12.12075589	31.31459701	35.39429711	20.75427033
BIRC3	6.065562734	5.029470368	-1.334917895	16.73843475
BIRC2	25.26262981	10.02310458	28.22461777	35.7659983
XIAP	14.49998215	12.45346764	13.58750806	37.14032585
ARG2	0.690703217	22.05117575	16.28363615	42.74467364
ARHGAP5	58.69661886	7.2112918	25.2782315	27.22916793
ARHGDIA	18.23661662	25.87596873	16.15995383	34.35122875
ARNTL	13.5733214	11.42677583	10.50422208	35.90399099
ART3	-0.2653026898	32.88690353	27.68346429	-3.854563885
ASGR2	-6.973242103	11.93325016	-1.098267947	-9.285313897
ALDH7A1	82.26333697	21.71400853	36.55229829	3.378649983
ATP6AP1	-14.86853188	27.77050939	23.46566138	39.09774943
AZGP1	10.59886307	41.51910425	45.83758517	-2.9087711
BACH1	37.60020805	26.69021596	34.26919135	19.81848604
BAK1	6.627409696	19.85681638	24.04146416	-1.517211845
TNFRSF17	2.310358346	-7.643895746	-5.484447726	-0.01625212547
BFSP1	1.311754	8.474264611	-0.1498683217	29.91203313
BID	1.257942852	22.50380851	1.507410731	24.27224251
BIK	6.22473513	-1.950972313	-6.711484091	3.576208128
PRDM1	8.137544724	13.88025209	7.451529064	2.115811817
BMP2	8.779394022	12.75156859	12.83550299	9.188563285
BMP3	0.03227095275	3.825885157	-6.160089352	14.59648807
BMPR2	10.29054876	7.69128643	8.769243719	52.34679942
BNIP1	17.40109725	21.25649004	21.02730611	39.89875912
KLF9	7.498315096	12.19428797	17.38743725	29.67376019
BUB1B	-7.498198734	4.233067858	-5.174960253	8.066194904
CALU	35.30395062	16.02934083	33.19419216	31.18903963
CAV2	24.43222625	28.43057781	29.49974129	22.97533434
CCNH	11.6310539	28.39155912	24.72436536	32.72521661
CCNT1	35.12728687	1.017394009	13.69430816	30.77668149
TNFRSF8	4.791058266	11.50952135	2.460064939	-1.118072643
TNFSF8	8.161139497	21.11743977	4.299189137	6.581848296
CD40	15.85195072	19.93513109	9.643330364	-3.480283391
CD68	10.37401552	99.55114786	36.02638196	-0.1226700249
CD70	-1.237133621	0.02578393169	-1.519817047	-2.574237149
CDC27	14.41017005	10.50974709	14.14650503	57.95723461
CDK6	18.28275625	21.57639805	74.33153798	12.07651699
CDKN2C	22.69524377	15.89945252	32.61114481	-12.65886039
CDX2	0.6918010246	-5.943042343	-5.695721255	-6.180169813
RCBTB2	31.96066126	37.19047781	46.53709012	21.31217157
CHEK1	7.419530229	7.984989128	4.391491022	29.14900949
CHGA	-9.151497932	13.58089423	8.046427512	30.23347591
CHUK	10.31825196	13.42643971	19.15206292	23.32902988
CIRBP	21.5629202	24.43655057	48.01162684	6.178606265
TBCB	5.635329421	49.44889551	58.30881477	11.4416303
CLCA1	0.8458614457	-0.01381711249	-3.657033074	-6.516478257
CLCN6	9.093960487	27.87005087	33.62247479	48.71708192
CLIC5	22.95090924	14.21181458	19.66220892	24.37347168
LDB2	1.400596877	-8.198108866	-6.631879232	57.95792294
CLNS1A	40.82604227	30.30122916	34.58518943	13.77039329
ACKR2	9.248252783	21.40843349	15.20618911	-1.844741976
CNGB1	4.046749099	12.80293985	1.202789678	6.493525692
CNGA3	7.508022889	10.49003629	7.053125468	4.086344594
CNN1	1.297869886	4.82406507	-2.20174799	2.378612873
KLF6	11.17945738	3.977408586	3.249630806	8.010679093
CORT	3.509115212	17.16674149	5.521276047	27.12179377
CPD	17.95910523	27.05112765	56.88840272	43.33542268
CLDN4	5.026762795	1.445875499	1.56153577	-0.3795274336
CLDN3	8.020242555	7.899701978	3.472249752	-0.08186781568
CPN1	1.650768146	5.041083668	4.755734972	-2.468282449
CREBL2	12.65429566	26.18853198	18.18238884	46.14276428
CSE1L	1.021493087	35.17247368	45.49742415	24.71751383
CST6	-3.215688635	-1.971040884	-7.313026522	-7.233251797
CSTF1	2.524703323	31.23310859	28.98667896	26.46803498
CSTF3	15.42611217	26.66185241	19.30996758	36.40203716
CTBP1	23.02869658	19.53124618	15.68480464	36.48677444
CTF1	12.1553095	17.65522896	7.513803116	-7.02546377
CTNND1	37.82603152	32.76572579	33.48104002	38.8232735
CTSO	51.66019837	10.11123722	26.92277038	27.54621319
CTSZ	8.565285667	25.83154638	11.80846823	11.94478001
CXADR	6.965893798	49.99474164	49.87230709	45.48763836
DAB2	25.46933619	38.21287355	27.54982457	19.01071408
DAD1	32.41391138	41.68423457	54.82744958	2.270338314
DGKA	7.009927136	11.30317221	-4.606163224	32.16955008
DGKG	14.68977503	3.418918032	3.241185675	17.67915921
DARS	69.60137178	18.27936939	29.3221887	8.440817173
DAXX	16.47808066	8.785815654	15.14669896	18.66303466
DAZL	3.980337326	-8.656174442	-8.981715297	-1.532391423
DBP	12.77619626	31.31133188	16.59683011	29.54198622
DDT	-5.207762929	38.33696228	22.47353185	16.53845309
DHX9	20.86967358	27.95481349	36.96035297	50.73876786
DHX15	11.89772612	30.91993654	42.52879496	21.58691966
DHCR7	31.63334517	43.60092447	64.04158271	5.974778731
DHODH	27.44267208	31.85666081	50.67172821	7.784823739
DIO3	7.315950992	9.782590546	-1.960135659	-0.9556239682
DKC1	27.9580794	26.04899214	31.76300706	29.49299059
DLG2	15.12631321	16.45203436	32.44065085	59.77410155
DLG4	12.10062919	0.4466564654	-3.906732115	53.24646642
DNAH5	9.70737338	8.879869746	-5.009232133	11.53021627
DNAH8	2.950991194	-7.503333479	-6.261636936	-4.344300744
DNASE2B	2.041896737	5.170267289	1.055777683	6.408988916
DYNC1H1	2.870404655	25.96494853	33.86996379	34.57462114
DOK1	39.68039353	40.39883473	28.29857978	-0.8854500694
DPAGT1	-4.480256144	24.08183716	22.17309664	11.54003078
DPH1	4.702394617	7.436350027	2.381070587	28.072439
DPH2	8.605667726	30.42621221	36.00824853	21.24479361
DRG2	13.11512347	28.84844794	31.22253345	17.82412855
ECM2	30.41909729	8.431658149	12.35459614	5.892491079
DUSP4	0.759519611	0.5578148499	0.305716516	25.42455774
DUSP9	8.41270235	10.53180994	1.30763822	-3.0717968
ECE1	37.52593194	26.45841485	32.83730782	9.631378962
ECH1	7.223529348	13.27998409	9.6184925	2.001218321
S1PR1	94.95991374	9.681872332	2.761635818	8.277413202
LPAR1	14.47372499	26.84227895	81.7861129	-7.57177516
EFNA2	3.132552908	1.514095833	-0.9449708709	1.91971955
EFNB3	2.71855914	13.67074424	4.038532952	38.02790426
CELSR3	13.31387345	5.786919666	7.651012903	24.74840158
CELSR2	9.04105193	15.23770864	38.50160779	39.80597727
EIF2B1	8.082093526	38.03353615	47.75310476	16.39263123
EMP1	39.8314791	14.99693796	14.12608667	-0.05209087696
EMP2	51.77041382	16.59319242	21.58485465	10.02475773
EMP3	42.19415464	32.52556844	17.70269343	-5.625570183
EP300	21.50720797	17.49915788	38.42403593	25.64826169
EPAS1	56.69553708	12.49056682	26.65622389	20.25670438
EREG	-2.39121535	-1.622536086	-5.151913438	-1.509872163
FBL	15.6598475	42.6578881	32.27728111	5.146266381
ESR2	4.816708125	-0.4021056473	-2.835241846	5.029018274
EXTL2	-6.80579724	14.57282281	11.95843368	39.72318346
EXTL3	11.83323646	16.14260339	13.25108387	48.51335929
FABP1	5.431659445	5.957039255	3.751962299	-6.134581335
FABP6	-2.876221913	21.7993768	12.19656836	27.03814976
FAT2	0.5764978549	4.685949838	-3.770362094	14.05753058
FOXF1	26.37884408	9.22608057	12.75836296	-8.205359127
FOXF2	21.55329974	-1.764618612	6.311157488	6.341183891
FOXJ1	26.15189965	6.021187443	3.447203844	1.405672949
FLNA	28.78655003	20.59560185	15.00859612	0.9644275929
FRZB	17.85745876	18.72927937	23.51489128	7.992741921
ADAM2	6.027645135	-3.622214435	0.06968454123	3.825526907
GABBR1	28.70269876	15.36160839	10.6688955	53.46537602
B4GALNT1	-12.72562175	6.885291729	-4.089977982	33.95482904
GAS8	18.67046706	18.7512272	12.17322537	19.63666516
GATM	67.21256583	20.27971315	55.05120135	2.817715439
GBAS	40.32832998	18.48917727	17.12918237	36.19037085
GBX2	6.843637631	0.1083989995	-1.870420518	8.476173455
GCKR	-5.230802693	5.161364156	-3.395006114	-1.378329978
BLOC1S1	16.05880622	41.86290206	38.01957713	3.537620747
GFRA2	-7.623954006	11.73043701	1.468300152	36.73031474
GFRA3	-8.32019837	11.75001937	6.203902877	-1.288685165
GCLC	28.36835819	37.57733092	70.29044883	25.19788362
GPLD1	2.331921907	9.073525996	7.810410096	38.83379803
CXCR3	-0.8840756916	3.829677606	-2.513540846	-3.62819245
GPX5	4.04747226	5.496285123	2.182485507	1.671130805
GTF2B	12.25710796	13.30511918	13.16207646	35.10586047
GTF2H2	3.43054741	6.165871924	7.118603479	9.162575784
GTF2H3	32.35353333	20.71454799	25.28684774	41.06629581
BRF1	12.89396746	21.63439833	31.34773256	21.36962739
HAS1	-0.2189095715	7.05690157	-1.502290715	26.15554099
HCRT	-1.329570092	10.23001656	5.202763548	-8.448386061
HCRTR2	-10.4486394	1.906101735	-1.779330171	21.11283447
HGFAC	2.720545018	-0.641229869	-8.57956881	4.152820643
HIF1A	42.1853481	15.15515826	17.51813303	8.797927296
HNRNPL	22.28987594	9.945525297	23.73961481	32.49281453
HSPB1	31.48049016	7.245773726	3.436037458	5.962673997
IGSF3	-0.261735497	3.236827387	-4.54470773	42.41889852
ICT1	18.18452671	19.36439371	26.00896177	20.98469381
ID4	77.10750807	1.554018466	10.77531125	-0.7951760861
IFIT2	25.1583907	34.6732382	83.16396238	-1.656411586
IFIT3	32.88909732	16.12127911	15.42455468	9.088916199
IGFBP4	9.489008578	11.75505332	0.9154101898	1.124171557
IGFBP7	43.64982993	27.61595352	28.40750234	-3.530147295
CYR61	33.93992161	10.30760607	17.21852619	0.8103899819
IGSF1	37.32854134	13.87570989	25.02609576	8.249309829
IL10RA	8.233420463	62.72402842	25.91331881	9.814531374
IL12RB2	4.074122539	4.611921457	-1.331244868	27.72368365
IL13RA1	27.18038016	75.99644086	48.88486892	6.052903732
TNFRSF9	1.976635077	-9.068465186	-8.596312281	0.8596157241
IL18	5.956303755	65.66229973	22.1823605	8.071999541
IMPG1	1.197721351	-1.752937054	-6.082616489	12.03851752
CXCL10	7.932208783	-0.5302829196	-2.944998233	1.062138568
INPPL1	55.45397982	20.6204646	34.25251809	0.2867174999
EIF3E	16.1617187	40.40310273	23.57149096	32.74336196
IRAK2	4.618466549	18.17181778	25.36507429	19.74479217
IRF3	1.830694495	37.53195871	27.69832727	-8.504927419
PAX6	63.44033417	0.4336487573	-2.280211863	-5.583117945
AARS	-4.354600033	26.20590356	27.90018068	26.59901039
ACADSB	29.69057537	11.70283187	29.06889982	50.60915263
ACP2	7.59932293	22.96368816	15.89987808	24.7583575
ACRV1	2.528919614	-1.32860456	-3.795233225	21.79831575
ADD2	9.923873565	2.754656158	-4.32505082	72.91088648
PARP1	38.38241599	25.5138253	57.42893078	22.7780409
ADRBK1	8.787697573	23.85655325	11.24262827	17.37097074
AHR	15.72471465	26.2697591	51.40406197	25.7611839
AHSG	-2.345902453	3.734339116	-0.4869541725	-0.2087275893
AIF1	-2.547932955	133.7311741	33.03782793	0.235429482
AK2	31.37255414	44.20543261	76.76046739	14.2055454
ALCAM	16.96417907	16.3875	44.98064712	35.81047292
ALOX5AP	0.173496352	115.4384527	30.28857209	-2.883307138
AMBP	0.7898227636	2.490983631	-1.784612157	-7.82238127
AMD1	9.258876933	25.59217919	53.74870551	44.52056273
AOAH	1.981323602	68.97214974	30.30663111	11.59886874
APEH	1.390455269	32.05701906	18.53217559	29.25377724
APEX1	9.531850089	31.72458906	26.43922667	46.17945571
APOA2	-1.831928145	-5.66143405	-5.007830422	-7.345308611
APOBEC1	6.641276372	-8.041015999	-8.811935103	-0.9093861331
APOC4	5.823225709	-1.269220958	-2.979798298	-3.658311271
APOD	9.257736009	47.23291089	84.85384359	-9.70228167
ARAF	37.6850566	29.89274325	43.15287944	-13.17408284
ARCN1	12.91265382	24.76352028	39.07452557	58.16161959
TRIM23	-3.930755252	7.647037431	12.79726263	66.50789529
AREG	0.5617177764	-9.496279482	-8.804066611	0.6899312842
ARL4D	-13.88539489	13.15775198	6.818699382	13.15654376
ARF6	6.139529763	23.76199521	30.94945673	12.93680254
ARL2	-2.430716029	41.99325698	33.25517598	1.3618037
ARNT	23.53261015	14.91254891	28.90455497	36.79902805
ASGR1	-4.297656437	10.82730011	1.659811107	5.183373535
ASIP	3.824183308	12.21884351	0.6172932909	-3.613012126
ATF3	12.51049776	22.81558225	41.51779718	4.010460015
ATF4	12.58725622	33.56622801	42.13478306	12.4822141
ATP5J	7.385464917	33.41098595	18.22594088	29.98930781
ATP5B	-22.08221879	30.00125765	14.72073402	37.55645688
ATP5F1	8.083870479	31.37055577	24.35038917	45.06261678
ATP6V1B2	-7.570135771	19.24161113	12.0656789	74.77622362
ATP6V1C1	-9.672857167	16.88826371	4.770689014	62.10727054
ATP6V1E1	-4.807475686	29.52587194	21.25160941	62.42383044
ATP5O	-2.980873287	29.31741908	14.67587871	28.49006207
AUH	-7.687021391	26.63246001	22.03336818	41.45325037
BAAT	0.04206608569	12.41319896	4.056234406	25.35942151
BAI1	24.52222012	-1.164136295	-0.6870433597	23.70398325
BAI2	7.61905106	4.463035813	-0.1981527867	24.09276012
BAI3	8.288883834	7.220767536	1.985112685	43.98732792
BCL7B	4.565115485	14.63254955	7.001085342	34.71774726
OPN1SW	-8.104622259	8.422672292	0.02803301793	3.519602993
CFB	21.53556351	19.02012215	12.56619645	-5.404176561
BGN	25.7211678	16.69082615	20.12464726	-3.913760348
BHMT	-2.299798309	3.11376286	-3.345778277	7.500285499
BLK	-2.680801248	-1.239460188	-5.310794992	-4.06070115
CXCR5	2.45943218	-1.07061509	-4.586106273	-3.667622
BMP6	22.00369699	5.761999988	6.108860189	12.97839142
TEC	5.824958798	0.2324568222	-4.010786069	5.793905501
POLR3D	12.17847082	24.81735798	35.22452474	23.87851118
BRS3	-3.122193169	-4.364164791	-9.340684738	0.8672841307
BSG	19.70183629	25.24035802	18.4191026	5.285652268
BTC	9.47832025	1.104958485	-4.036722658	8.299576881
BTN1A1	0.8531154401	-7.801345894	-5.218871283	-2.396608481
C1R	37.64331058	18.28485199	3.030363556	2.837021712
C1S	30.41234	29.56533134	13.94751951	2.276000595
CALB2	9.189930819	14.52765535	1.704857387	34.38284076
CALCR	-0.5903039173	3.85932531	-2.465372581	1.121008119
CAMLG	1.65522034	9.083281765	0.5046941843	18.27339804
CANX	26.00190406	26.85680519	33.63951621	24.02972673
CAPN2	68.28938938	24.92404954	40.75767677	12.85192197
CAPNS1	-9.589994395	34.88890947	17.7366358	12.33234634
CARS	-10.59819003	26.52735197	22.04275267	19.22402348
CAV1	18.83573793	26.80588317	34.07128802	7.45693531
RUNX1	15.62024762	48.12442835	17.91460549	5.285496911
CCND1	28.81351376	29.94538034	46.12953641	10.7210196
CCNF	-0.7861018408	7.997344996	-1.743701507	12.93124258
CCT6A	1.277864868	29.43502589	22.89854165	35.59939966
CD1D	4.916645658	3.56653057	-3.164465569	-0.01379907568
CD2	3.115920529	13.33858923	4.314941946	-4.123084593
CD19	6.545031471	16.62219998	12.57613046	-3.956979836
CD34	21.87990345	15.29117841	23.78867419	5.13153639
CD38	60.02896928	8.603362369	24.40714945	1.26494141
CD47	11.06421297	15.72773887	34.48454876	46.57783934
CD48	5.860503911	14.51305844	3.733741977	-5.124632785
CD72	10.91048434	10.69861231	10.73789351	-5.146346642
CDA	5.671981862	18.60101628	11.44612049	-11.59796985
Sep-07	30.60609198	25.53033893	70.87746176	18.35331219
CDC25A	12.80839651	-0.9751637618	0.8031876709	0.2334800402
CDC25C	1.442976636	-4.671258816	-7.563110314	1.019366084
CDH5	20.14082265	12.42469596	8.845480114	-1.505519485
CDH11	40.70231986	9.301897723	22.66985435	34.93204468
CDK7	9.431037308	16.58028952	9.406430566	32.38285171
CDO1	4.172954913	18.74830484	8.742007295	41.68434367
CDX1	0.3743685444	6.011094009	1.665476946	-3.726004407
CEBPE	-1.890266074	13.67296031	3.90787233	-4.79927711
CEBPG	18.34204561	11.4790194	1.761943973	30.73161296
CENPA	4.766890985	0.4876760444	-4.470014122	-4.366112133
CENPB	22.17013926	22.51865408	44.28286119	-8.480871731
CENPC	20.06092307	17.24964485	31.35341771	24.72536619
CTSC	16.09231414	53.93900555	17.863118	19.09997895
CHGB	-26.67205712	5.78445387	-7.062167969	39.60219782
CLU	49.92688277	26.73295515	17.45597763	-7.391338615
CLPS	0.2390162451	7.886691298	3.038509122	3.175188622
CLTA	-0.3048443868	35.22707861	31.58676862	39.35175501
CCR7	5.412372938	14.1318489	12.30977307	-2.952466266
CNR2	-4.19221016	12.10584256	4.611418525	-1.863311106
COL4A2	22.93588854	4.89911992	1.631423531	4.522149178
COL6A1	19.89893744	19.82918862	8.731816253	19.99827996
COL6A2	15.19096009	17.62201211	10.21819611	-5.710225422
COL9A1	19.12869051	13.45333699	21.13089868	-7.233810246
COL15A1	5.892716022	2.081962491	5.143901261	2.01267743
COL16A1	21.07518565	29.08542519	56.5117816	-12.82959996
SLC31A1	17.99405618	24.58821135	23.16946116	29.71981806
COX7B	-3.164034167	21.09050877	7.932282227	27.57243078
CAD	5.090476908	27.55482561	29.35683943	-7.539878302
CPT1A	60.38045707	-4.263918527	6.988290671	24.57919556
CRABP2	2.213075079	12.75799589	5.892057992	9.424720246
CRHBP	-10.63908479	23.29450909	23.65765274	18.13651271
HAPLN1	12.08666006	12.64922593	6.33423116	37.28758722
CRYBA4	-0.8278344149	-0.4889028185	-3.321565801	-3.420141785
CRYBB1	-4.068990223	14.71310724	3.680759178	-0.1405126903
CRYM	-11.42632515	10.75439494	-0.1405866773	23.82344765
CSN2	3.495358957	-6.808354785	-4.842350057	-1.539223529
CTGF	10.55905488	14.79389274	21.88873454	5.271362656
CTH	36.53310123	15.57231151	10.40919498	15.69491212
CTNNA1	34.09404176	44.60767602	95.39081638	16.1652773
CTNNB1	18.72741132	31.78929581	28.18194958	43.90336125
DBT	25.54135403	15.10467359	24.13398378	41.00570655
DCT	17.4998203	16.62431688	8.414158798	17.80053099
DDB1	17.97961175	34.75074057	30.72323572	27.68525458
GADD45A	11.10567577	19.18684069	11.46808114	19.76299072
DHPS	-14.31907356	37.60327776	25.84669543	20.18186204
MPP7	-7.654676013	10.88103509	3.48958876	29.47428557
DLST	20.46880421	14.82797735	18.55008532	30.04222141
DPT	-5.549407917	9.499911018	2.309731622	2.38748287
ATN1	25.19931054	16.49205202	18.93949729	16.99142361
DSC3	3.46659629	-4.673714146	-3.027968978	-3.343279562
DSG1	6.641757827	-3.135398723	-3.73089482	1.998845732
DSG2	6.109594288	-0.5437427385	-4.70437235	4.423444867
HBEGF	16.24843663	25.20280926	63.47378763	2.092761156
DUSP7	16.36010454	7.707053048	26.65631667	35.15875435
E2F4	7.27310411	31.7223777	23.18563002	11.92887973
E2F5	29.23361555	17.57306658	11.19231305	26.76719153
E2F6	20.13316614	27.21683389	46.37719506	14.39646035
TYMP	4.213942716	35.08805615	9.327758894	-3.122189564
EDN1	28.45464589	2.634559659	7.517155371	5.718576847
EDN2	-1.529916828	-1.977006522	-6.20299746	-5.789815045
EDNRA	19.66769551	10.95697209	18.64855939	9.791399403
EEF1B2	9.13083999	34.24369768	22.26136403	8.342280373
EFNA5	-3.354996797	7.047908623	4.176908915	32.16465468
EGF	11.87191136	9.696854585	0.7802670706	9.964798663
EGR4	-1.175078545	-0.6907184445	-7.610408547	17.66901159
EHHADH	40.29050567	3.208867779	7.681410552	10.89323555
EIF4A2	5.420138806	21.32730771	18.98900923	64.41880707
EIF5A2	-8.429468236	14.88741868	17.93677627	44.07934303
ELK4	21.97157077	16.08386414	29.09860665	25.97094752
EMR1	4.204874548	6.184474288	-4.876853359	-4.384521609
DMTN	7.496003577	14.63493235	-2.490462798	59.6590494
ERCC1	-0.6874514441	42.9835546	23.51660673	21.70834279
